policy_id,state,effective_date,annual_premium,vehicle_age
POL101310,PA,2024-09-22,1205.92,4
POL101311,PA,2024-10-18,947.98,13
POL101312,NY,2024-03-20,606.42,3
POL101313,PA,2024-01-22,2399.51,3
POL101314,PA,2024-11-24,853.65,12
POL101315,CT,2024-05-23,704.78,10
POL101316,FL,2025-03-04,877.2,13
POL101317,PA,2025-06-27,2109.79,9
POL101318,NJ,2024-06-12,1743.82,7
POL101319,NJ,2024-06-27,1673.93,8
POL101320,PA,2024-10-19,1346.42,11
POL101321,NJ,2024-05-19,1413.6,10
POL101322,NJ,2024-01-17,1002.47,1
POL101323,PA,2024-09-29,920.98,15
POL101324,PA,2025-06-22,1321.27,0
POL101325,NY,2024-03-13,1192.47,12
POL101326,PA,2025-06-12,691.38,9
POL101327,PA,2024-08-30,852.39,11
POL101328,NY,2024-05-19,897.81,7
POL101329,PA,2024-05-27,948.57,4
POL101330,NJ,2024-08-18,606.7,12
POL101331,NY,2024-10-11,1311.54,14
POL101332,NY,2024-09-29,1512.59,14
POL101333,CT,2024-11-30,751.23,15
POL101334,PA,2025-04-26,1584.4,13
POL101335,NY,2024-04-15,1197.28,10
POL101336,NJ,2024-06-04,642.38,13
POL101337,FL,2024-08-07,1033.24,7
POL101338,CT,2025-01-06,1626.78,9
POL101339,NJ,2024-02-08,1099.56,11
POL101340,NY,2025-05-27,768.73,8
POL101341,NJ,2024-03-18,826.96,9
POL101342,NJ,2024-02-15,1768.64,4
POL101343,FL,2024-06-19,1142.22,14
POL101344,NJ,2024-12-26,1195.59,0
POL101345,FL,2024-09-05,1408.47,0
POL101346,NY,2025-01-28,602.6,10
POL101347,FL,2024-09-15,2404.8,7
POL101348,NY,2024-09-13,673.94,4
POL101349,NJ,2024-12-17,1340.37,9
POL101350,NY,2024-11-07,663.82,14
POL101351,FL,2024-03-12,1157.61,9
POL101352,CT,2024-07-14,603.79,10
POL101353,FL,2025-01-01,710.56,4
POL101354,CT,2025-04-03,611.39,1
POL101355,NJ,2025-02-24,1449.66,10
POL101356,PA,2024-10-19,1100.91,7
POL101357,NJ,2024-08-07,1135.66,7
POL101358,NY,2025-06-14,873.38,10
POL101359,PA,2025-06-03,1156.74,6
POL101360,NY,2024-07-25,801.31,13
POL101361,NJ,2025-01-24,1188.95,8
POL101362,NY,2024-04-11,1585.91,2
POL101363,FL,2024-03-27,1345.58,7
POL101364,NY,2025-04-06,951.59,10
POL101365,PA,2024-11-24,630.1,7
POL101366,FL,2024-03-30,1585.41,15
POL101367,NJ,2025-03-29,735.65,15
POL101368,FL,2024-04-20,875.53,9
POL101369,NY,2024-09-16,494.87,13
POL101370,NJ,2024-12-19,1655.14,6
POL101371,CT,2024-04-15,949.89,8
POL101372,PA,2025-06-14,2181.29,8
POL101373,FL,2025-06-26,1700.12,9
POL101374,PA,2025-03-17,1159.41,3
POL101375,PA,2025-01-06,1048.36,3
POL101376,CT,2024-12-25,911.28,11
POL101377,NY,2024-06-28,778.6,1
POL101378,PA,2024-06-13,908.67,4
POL101379,NY,2024-04-15,1070.06,3
POL101380,NY,2025-02-11,1089.22,12
POL101381,FL,2024-05-06,2019.65,8
POL101382,PA,2024-08-30,869.23,7
POL101383,FL,2024-05-18,798.25,1
POL101384,CT,2025-02-19,1057.31,12
POL101385,CT,2024-09-07,910.29,10
POL101386,CT,2024-07-25,1083.62,6
POL101387,CT,2024-07-27,1385.41,6
POL101388,NY,2025-03-13,1229.61,4
POL101389,NY,2025-03-22,1211.38,12
POL101390,NY,2024-06-17,1397.46,14
POL101391,NJ,2024-08-26,1603.47,14
POL101392,NY,2025-04-28,1587.84,13
POL101393,FL,2024-03-03,1123.17,7
POL101394,NJ,2024-06-23,1458.16,3
POL101395,NY,2024-12-30,1991.65,15
POL101396,NY,2024-07-08,1263.71,7
POL101397,FL,2024-08-20,993.21,12
POL101398,PA,2024-05-14,1269.37,3
POL101399,NY,2025-01-07,636.73,2
POL101400,CT,2025-04-16,834.35,11
POL101401,FL,2025-05-01,1013.93,10
POL101402,NY,2024-09-03,1175.02,10
POL101403,NY,2024-12-16,1312.56,7
POL101404,NY,2024-06-01,1558.27,2
POL101405,NY,2024-07-08,996.39,2
POL101406,FL,2024-11-26,1751.24,11
POL101407,NJ,2024-02-16,1929.81,10
POL101408,NY,2024-11-27,2066.18,8
POL101409,NJ,2025-01-06,1504.51,8
POL101410,FL,2024-06-16,819.42,9
POL101411,NJ,2025-04-16,1084.19,2
POL101412,PA,2024-10-02,780.47,12
POL101413,NY,2024-01-04,737.04,10
POL101414,NJ,2024-09-06,995.48,8
POL101415,NY,2024-01-20,784.09,10
POL101416,FL,2025-03-26,673.94,5
POL101417,PA,2025-01-24,1059.8,1
POL101418,NY,2025-01-09,1232.99,3
POL101419,FL,2025-02-18,950.26,0
POL101420,NY,2024-05-23,658.72,4
POL101421,NJ,2025-02-08,637.22,10
POL101422,PA,2024-06-21,1870.4,3
POL101423,NJ,2024-11-22,1143.96,5
POL101424,NJ,2024-11-09,1619.54,12
POL101425,PA,2025-04-12,820.65,3
POL101426,PA,2024-11-10,1510.23,14
POL101427,PA,2024-12-26,1895.02,5
POL101428,NY,2024-12-09,1552.18,13
POL101429,PA,2024-08-16,934.02,11
POL101430,PA,2024-08-16,1419.28,1
POL101431,PA,2024-01-03,751.91,0
POL101432,FL,2024-07-31,919.84,6
POL101433,NJ,2024-05-22,882.15,12
POL101434,PA,2024-10-15,1944.01,10
POL101435,PA,2025-03-09,887.39,5
POL101436,CT,2025-05-10,1021.29,15
POL101437,NY,2024-11-11,963.34,4
POL101438,NY,2024-08-08,1090.39,14
POL101439,NJ,2025-02-16,939.94,6
POL101440,FL,2025-04-08,1286.95,8
POL101441,NJ,2024-01-28,1869.33,9
POL101442,PA,2024-01-05,1391.9,7
POL101443,NJ,2025-06-30,1223.09,2
POL101444,NJ,2024-01-31,935.16,9
POL101445,NY,2025-06-06,1665.39,14
POL101446,NY,2024-08-06,1092.4,13
POL101447,NY,2024-10-15,753.21,6
POL101448,NJ,2024-02-04,689.56,5
POL101449,NY,2024-08-06,677.88,6
POL101450,NJ,2025-05-08,961.86,7
POL101451,PA,2024-10-12,762.35,4
POL101452,NY,2024-04-04,931.48,15
POL101453,NJ,2024-11-22,924.33,14
POL101454,FL,2024-08-27,1564.16,0
POL101455,NY,2024-07-14,1416.22,14
POL101456,PA,2024-09-10,767.71,6
POL101457,CT,2024-04-14,847.44,13
POL101458,PA,2024-07-15,1005.39,4
POL101459,NJ,2025-01-25,1961.7,7
POL101460,NJ,2025-05-11,1226.42,1
POL101461,PA,2024-10-22,932.64,9
POL101462,NY,2024-03-22,632.69,2
POL101463,CT,2024-08-10,945.99,4
POL101464,FL,2024-06-20,1316.29,6
POL101465,PA,2024-10-05,1117.79,13
POL101466,FL,2024-11-09,773.39,14
POL101467,PA,2024-07-20,1007.5,8
POL101468,NJ,2025-06-25,1136.69,2
POL101469,NY,2025-05-12,1293.22,0
POL101470,NY,2025-06-11,1492.4,2
POL101471,NY,2024-10-15,955.2,0
POL101472,CT,2025-06-12,1252.81,1
POL101473,CT,2025-04-23,1613.7,14
POL101474,NY,2024-10-30,1088.41,10
POL101475,CT,2024-03-20,1127.41,12
POL101476,NJ,2024-01-30,1742.6,5
POL101477,NJ,2024-11-16,1064.83,7
POL101478,NY,2024-03-16,1102.36,11
POL101479,NY,2024-01-31,896.42,3
POL101480,NY,2024-09-09,1688.3,3
POL101481,CT,2025-02-26,2246.94,6
POL101482,NJ,2024-04-15,656.29,9
POL101483,PA,2025-02-10,1015.2,4
POL101484,NY,2024-05-07,1504.17,2
POL101485,NJ,2025-02-10,1436.29,4
POL101486,FL,2024-10-31,1433.02,7
POL101487,NY,2024-04-21,1268.92,7
POL101488,NY,2024-12-13,1701.71,9
POL101489,FL,2024-10-16,441.12,7
POL101490,PA,2024-06-15,2130.01,4
POL101491,FL,2024-04-28,445.18,13
POL101492,FL,2025-06-08,1658.88,6
POL101493,NY,2024-05-04,682.1,9
POL101494,NY,2024-02-02,1211.7,12
POL101495,NJ,2024-10-09,984.9,4
POL101496,PA,2024-10-23,997.91,3
POL101497,CT,2025-02-27,1124.85,0
POL101498,PA,2024-07-04,847.74,13
POL101499,PA,2025-05-02,1101.88,6
POL101500,NY,2024-11-18,716.87,7
POL101501,PA,2024-07-09,1559.28,5
POL101502,NJ,2024-08-04,1186.56,11
POL101503,FL,2025-02-26,1527.11,9
POL101504,PA,2024-05-13,1060.67,10
POL101505,NY,2025-04-15,1418.55,4
POL101506,FL,2025-03-31,679.34,7
POL101507,CT,2025-05-26,1137.64,11
POL101508,NJ,2024-05-18,1690.1,15
POL101509,CT,2024-08-13,833.69,10
POL101510,PA,2024-02-14,819.83,0
POL101511,NY,2025-03-07,949.49,2
POL101512,PA,2024-08-06,663.88,13
POL101513,NJ,2025-02-04,653.22,10
POL101514,CT,2025-06-08,1050.53,9
POL101515,NY,2024-12-30,995.75,2
POL101516,NJ,2025-06-17,1416.54,14
POL101517,CT,2025-03-29,1721.39,11
POL101518,PA,2024-07-18,1232.42,2
POL101519,NJ,2024-07-04,1402.02,2
POL101520,NJ,2024-04-16,948.47,2
POL101521,NJ,2025-05-26,932.86,6
POL101522,NY,2024-11-01,905.42,2
POL101523,NJ,2025-03-08,1695.01,7
POL101524,NY,2024-01-27,1037.39,7
POL101525,FL,2025-02-21,1946.94,12
POL101526,FL,2024-12-30,561.71,6
POL101527,CT,2024-04-28,1089.1,15
POL101528,PA,2024-08-10,643.41,11
POL101529,NY,2024-01-30,994.6,3
POL101530,FL,2024-06-25,711.34,15
POL101531,FL,2024-04-14,1671.4,0
POL101532,NY,2024-11-30,1116.02,14
POL101533,NY,2024-09-19,1118.09,5
POL101534,PA,2024-02-13,1240.95,0
POL101535,NJ,2025-05-28,709.75,9
POL101536,NY,2024-07-02,608.32,5
POL101537,PA,2024-05-07,1236.55,3
POL101538,FL,2024-06-15,1079.27,3
POL101539,PA,2024-12-23,1403.38,9
POL101540,NJ,2025-03-11,880.78,2
POL101541,FL,2024-04-25,1293.29,12
POL101542,FL,2025-05-13,972.48,13
POL101543,FL,2024-06-27,595.27,4
POL101544,NY,2024-01-14,1154.02,0
POL101545,NY,2024-07-18,745.05,1
POL101546,NJ,2024-01-17,881.28,10
POL101547,FL,2025-01-11,1351.29,7
POL101548,CT,2024-05-17,1010.46,9
POL101549,NY,2024-10-22,883.05,1
POL101550,PA,2024-07-08,1558.52,0
POL101551,PA,2024-05-25,896.1,10
POL101552,NY,2025-05-08,1144.35,8
POL101553,FL,2025-02-07,711.25,11
POL101554,FL,2024-12-06,1294.58,12
POL101555,CT,2024-10-23,666.98,7
POL101556,PA,2024-09-05,930.4,6
POL101557,NJ,2024-04-27,884.87,7
POL101558,PA,2024-11-21,1022.94,6
POL101559,NY,2024-09-27,564.6,5
POL101560,FL,2024-04-25,960.43,10
POL101561,NY,2024-11-12,1069.76,5
POL101562,NJ,2025-01-15,1062.96,8
POL101563,CT,2024-02-23,889.1,9
POL101564,NY,2024-08-21,1481.46,6
POL101565,PA,2025-02-07,1081.0,15
POL101566,PA,2024-01-22,997.53,10
POL101567,CT,2024-11-09,1193.75,8
POL101568,PA,2024-01-29,1296.57,5
POL101569,NJ,2024-07-20,1050.93,0
POL101570,PA,2025-02-10,1981.83,11
POL101571,NY,2025-01-28,1996.12,9
POL101572,PA,2025-02-24,1089.86,14
POL101573,FL,2024-05-13,746.77,8
POL101574,CT,2024-04-02,805.87,10
POL101575,FL,2024-10-25,1257.52,6
POL101576,CT,2024-07-15,1513.29,0
POL101577,NJ,2025-03-23,1750.03,0
POL101578,NY,2025-03-17,774.1,14
POL101579,NY,2024-07-10,1564.98,9
POL101580,NY,2024-11-19,2056.18,9
POL101581,CT,2024-06-18,615.16,15
POL101582,PA,2024-04-25,585.66,2
POL101583,NY,2025-06-13,730.46,12
POL101584,CT,2025-06-01,531.03,12
POL101585,FL,2024-01-10,1305.95,5
POL101586,NY,2025-05-20,1393.71,8
POL101587,FL,2025-04-29,837.1,5
POL101588,NY,2025-05-16,1475.46,5
POL101589,FL,2024-07-01,1762.53,12
POL101590,FL,2025-04-14,1018.1,8
POL101591,CT,2025-05-16,852.37,14
POL101592,CT,2024-01-31,667.84,10
POL101593,PA,2024-05-12,1197.91,3
POL101594,NY,2024-12-24,1231.7,11
POL101595,NJ,2024-02-03,1347.92,6
POL101596,NY,2024-12-15,1913.46,0
POL101597,NY,2024-06-10,2116.53,12
POL101598,NY,2025-06-19,836.41,12
POL101599,CT,2024-11-17,979.72,14
POL101600,NY,2024-04-03,1197.71,8
POL101601,FL,2024-07-07,1274.77,15
POL101602,NJ,2024-01-04,1295.81,2
POL101603,NY,2024-03-02,985.53,6
POL101604,PA,2024-09-17,1096.21,9
POL101605,NY,2024-04-14,787.9,12
POL101606,PA,2025-05-19,478.03,7
POL101607,PA,2024-11-06,1181.21,9
POL101608,PA,2024-12-12,1467.64,8
POL101609,PA,2024-07-18,518.95,6
POL101610,PA,2024-12-26,803.86,12
POL101611,PA,2024-01-02,796.81,3
POL101612,NJ,2024-05-31,1277.55,10
POL101613,CT,2024-07-26,1157.02,8
POL101614,NJ,2024-05-11,810.01,15
POL101615,NY,2025-03-27,1021.19,12
POL101616,NY,2024-10-06,1699.65,14
POL101617,NY,2024-11-13,1296.97,15
POL101618,FL,2024-11-19,1212.85,10
POL101619,NY,2024-04-23,1259.07,14
POL101620,FL,2025-01-22,1700.13,5
POL101621,FL,2024-10-14,1622.49,2
POL101622,FL,2024-12-14,650.68,0
POL101623,NJ,2024-12-14,828.84,13
POL101624,NY,2024-11-08,1073.72,11
POL101625,FL,2024-04-30,1140.84,13
POL101626,PA,2024-03-31,861.98,12
POL101627,NJ,2025-04-30,1606.92,15
POL101628,NY,2024-05-24,823.73,15
POL101629,NY,2024-05-01,1479.64,12
POL101630,NY,2024-07-17,977.14,4
POL101631,PA,2025-05-19,607.07,7
POL101632,NY,2024-06-10,1214.23,15
POL101633,FL,2024-09-21,1474.05,1
POL101634,NJ,2024-07-27,1692.18,1
POL101635,CT,2024-02-01,1024.32,12
POL101636,NY,2025-04-28,981.27,15
POL101637,FL,2024-03-14,1268.59,2
POL101638,NY,2025-02-04,1325.97,13
POL101639,FL,2024-01-07,707.43,11
POL101640,FL,2024-01-26,1018.55,1
POL101641,NY,2025-04-24,905.24,6
POL101642,NY,2025-06-26,929.4,8
POL101643,NJ,2024-04-10,1044.81,15
POL101644,CT,2024-04-21,743.11,10
POL101645,NY,2024-12-14,2010.32,1
POL101646,NY,2024-12-14,1252.3,15
POL101647,PA,2024-03-14,1390.08,10
POL101648,FL,2024-11-09,796.28,1
POL101649,PA,2025-05-04,1648.4,5
POL101650,NJ,2024-07-29,1491.4,7
POL101651,PA,2025-05-28,1544.86,4
POL101652,NY,2024-04-26,1067.67,2
POL101653,NJ,2025-06-04,724.44,13
POL101654,PA,2024-02-07,1708.13,12
POL101655,NY,2024-02-28,893.88,4
POL101656,PA,2024-07-26,1429.29,1
POL101657,NY,2024-04-02,881.01,7
POL101658,CT,2024-07-04,1308.4,11
POL101659,CT,2024-02-24,859.24,3
POL101660,CT,2024-11-16,739.04,3
POL101661,NJ,2024-01-07,761.97,10
POL101662,NJ,2024-08-15,939.95,10
POL101663,CT,2024-07-30,763.74,1
POL101664,PA,2024-07-07,1147.92,5
POL101665,PA,2024-03-25,1334.42,3
POL101666,PA,2024-05-20,1091.22,15
POL101667,NJ,2025-05-23,1452.78,12
POL101668,FL,2024-09-14,1303.46,6
POL101669,NJ,2024-02-06,1068.91,5
POL101670,PA,2024-06-15,780.94,15
POL101671,NY,2024-04-23,1340.25,14
POL101672,NY,2024-01-24,814.48,15
POL101673,PA,2025-01-11,933.66,3
POL101674,NY,2025-06-28,1182.23,2
POL101675,CT,2024-08-02,920.57,9
POL101676,CT,2024-01-21,1109.2,9
POL101677,NY,2025-06-25,1219.36,15
POL101678,FL,2024-10-19,873.4,9
POL101679,FL,2024-09-03,1644.37,5
POL101680,NY,2024-10-18,1588.01,2
POL101681,FL,2024-03-27,1209.34,13
POL101682,FL,2024-05-21,587.66,2
POL101683,CT,2025-01-19,1251.29,5
POL101684,NY,2024-09-15,778.46,2
POL101685,NY,2024-12-13,1295.42,9
POL101686,CT,2025-02-20,961.57,15
POL101687,CT,2024-12-11,1120.06,9
POL101688,NY,2025-04-17,945.98,4
POL101689,FL,2024-02-09,1129.19,2
POL101690,NJ,2024-12-22,906.05,8
POL101691,NY,2024-11-18,2095.11,8
POL101692,NJ,2025-02-06,947.63,11
POL101693,NY,2024-10-30,748.79,6
POL101694,FL,2024-01-07,822.84,5
POL101695,PA,2024-04-20,1176.43,13
POL101696,NJ,2024-03-20,1054.95,10
POL101697,NJ,2024-12-30,1293.88,1
POL101698,CT,2024-01-06,1371.63,10
POL101699,NY,2025-06-20,1384.12,5
POL101700,FL,2024-08-30,1307.33,2
POL101701,PA,2024-01-07,974.83,11
POL101702,NY,2024-12-24,1298.78,8
POL101703,NY,2024-09-25,1164.44,0
POL101704,NJ,2025-01-12,1239.52,14
POL101705,FL,2024-03-19,503.29,13
POL101706,NY,2024-07-16,1074.59,8
POL101707,FL,2024-12-04,659.8,0
POL101708,PA,2025-05-12,451.44,11
POL101709,NJ,2024-10-24,1527.73,14
POL101710,FL,2024-05-02,1061.37,2
POL101711,PA,2024-02-19,694.3,14
POL101712,FL,2024-04-12,1204.59,12
POL101713,PA,2024-04-10,1152.68,9
POL101714,NY,2024-07-03,956.36,2
POL101715,FL,2024-03-24,1074.48,6
POL101716,NY,2024-04-18,950.0,14
POL101717,CT,2024-04-17,1086.59,7
POL101718,NJ,2024-02-14,737.16,13
POL101719,NY,2024-10-19,1351.92,8
POL101720,PA,2024-11-11,1068.46,1
POL101721,NJ,2024-01-09,834.81,5
POL101722,FL,2024-10-16,1482.09,12
POL101723,NY,2025-05-11,1074.16,13
POL101724,FL,2024-02-11,1002.03,13
POL101725,CT,2025-01-13,716.26,1
POL101726,PA,2025-05-25,1369.65,3
POL101727,FL,2024-02-19,1377.93,14
POL101728,FL,2024-09-16,692.43,15
POL101729,FL,2025-03-25,920.62,2
POL101730,FL,2024-12-16,982.25,9
POL101731,NJ,2025-04-22,876.41,8
POL101732,NY,2025-03-09,1418.24,14
POL101733,NY,2025-06-07,1569.5,15
POL101734,NY,2024-09-20,890.82,15
POL101735,NY,2024-08-25,2238.82,0
POL101736,NY,2024-07-20,1381.89,12
POL101737,NY,2025-04-22,1426.17,2
POL101738,NJ,2024-06-11,668.54,7
POL101739,NY,2025-01-24,992.3,10
POL101740,NJ,2024-10-28,977.47,13
POL101741,NJ,2024-11-16,784.53,12
POL101742,CT,2024-10-31,911.81,10
POL101743,NY,2024-06-20,1504.9,14
POL101744,NJ,2024-06-08,1221.99,13
POL101745,NY,2024-01-30,1268.46,8
POL101746,NY,2024-01-08,989.47,4
POL101747,CT,2025-03-26,995.57,9
POL101748,CT,2025-04-18,1379.46,7
POL101749,NJ,2024-12-20,698.14,8
POL101750,NY,2024-03-09,1303.07,1
POL101751,NY,2025-03-07,603.76,0
POL101752,NJ,2024-01-29,1709.58,2
POL101753,PA,2024-12-31,1374.9,11
POL101754,NJ,2024-12-31,1864.08,14
POL101755,NY,2024-05-20,1010.12,12
POL101756,NY,2024-03-29,1113.84,6
POL101757,PA,2024-01-01,934.52,6
POL101758,NY,2024-10-23,1454.67,8
POL101759,NY,2024-06-16,2227.92,5
POL101760,NJ,2025-04-10,1074.93,6
POL101761,CT,2024-04-18,1187.82,10
POL101762,PA,2025-02-09,773.58,3
POL101763,NY,2025-03-18,988.24,2
POL101764,PA,2024-04-27,1084.64,3
POL101765,FL,2024-10-29,784.96,1
POL101766,NY,2024-05-31,1226.5,15
POL101767,CT,2025-03-16,1845.51,1
POL101768,NJ,2024-02-06,1020.45,8
POL101769,NY,2024-02-17,1496.86,4
POL101770,NY,2024-07-29,635.69,1
POL101771,PA,2025-03-28,810.23,14
POL101772,FL,2024-12-25,1206.1,4
POL101773,CT,2024-08-22,1025.52,13
POL101774,NJ,2025-02-21,1166.18,13
POL101775,CT,2024-12-07,1088.02,10
POL101776,NY,2025-02-08,776.85,3
POL101777,NY,2024-11-06,2511.36,10
POL101778,FL,2024-11-10,826.34,2
POL101779,PA,2024-04-11,1490.12,6
POL101780,PA,2024-10-31,1624.34,12
POL101781,NY,2024-11-01,1309.69,5
POL101782,NY,2025-06-24,2778.49,13
POL101783,NY,2025-01-08,1620.84,1
POL101784,PA,2024-04-14,963.49,1
POL101785,FL,2024-03-12,1675.24,2
POL101786,CT,2024-11-20,1350.62,13
POL101787,CT,2025-03-15,1415.58,7
POL101788,PA,2025-05-11,1381.56,0
POL101789,NJ,2024-11-05,1488.94,7
POL101790,FL,2024-01-11,1292.37,10
POL101791,PA,2025-03-11,1124.35,4
POL101792,PA,2024-07-30,1341.35,10
POL101793,NJ,2024-07-30,897.84,8
POL101794,PA,2025-04-30,2425.72,9
POL101795,FL,2024-11-08,547.36,2
POL101796,NY,2024-06-17,1616.81,11
POL101797,NY,2024-02-21,1158.16,9
POL101798,NY,2024-12-09,843.04,5
POL101799,PA,2024-01-19,925.37,2
POL101800,NY,2024-08-16,1272.12,12
POL101801,NY,2025-03-21,711.49,3
POL101802,NY,2024-11-23,1189.82,6
POL101803,FL,2024-06-24,821.02,13
POL101804,NJ,2024-05-30,1467.7,3
POL101805,NJ,2024-09-06,1851.95,14
POL101806,NJ,2025-03-23,1379.71,9
POL101807,FL,2024-06-02,1387.45,12
POL101808,NJ,2024-10-26,1556.07,2
POL101809,NY,2024-09-30,1184.94,3
POL101810,NJ,2025-04-10,736.43,15
POL101811,FL,2024-11-19,966.58,2
POL101812,PA,2025-05-24,918.09,11
POL101813,NJ,2025-05-06,904.56,7
POL101814,PA,2024-05-08,1169.64,0
POL101815,NY,2024-04-12,555.95,9
POL101816,PA,2025-04-02,1863.56,6
POL101817,NY,2024-04-15,1132.58,2
POL101818,PA,2025-04-09,1101.95,4
POL101819,FL,2025-05-04,1592.78,13
POL101820,CT,2024-12-08,539.65,12
POL101821,NJ,2025-04-18,745.03,1
POL101822,FL,2025-01-22,1450.87,0
POL101823,NY,2024-11-24,1183.86,8
POL101824,NY,2025-04-01,1517.67,10
POL101825,PA,2025-04-01,991.38,15
POL101826,NY,2025-03-26,1521.64,1
POL101827,NY,2024-02-09,1452.1,14
POL101828,NY,2024-04-25,851.83,10
POL101829,NY,2024-10-31,1525.65,4
POL101830,PA,2024-11-08,746.52,8
POL101831,NY,2024-03-03,1548.96,2
POL101832,FL,2024-06-25,1502.63,3
POL101833,PA,2024-03-06,1394.34,9
POL101834,NY,2025-04-18,693.14,0
POL101835,CT,2024-05-26,1539.95,0
POL101836,NY,2024-04-25,884.08,6
POL101837,NY,2024-11-03,1301.9,5
POL101838,NY,2025-05-19,654.51,8
POL101839,FL,2025-02-08,1873.13,11
POL101840,CT,2024-09-01,1354.25,0
POL101841,NJ,2024-09-26,1085.12,3
POL101842,NY,2024-10-17,950.26,0
POL101843,NJ,2024-11-03,924.32,13
POL101844,NY,2024-05-12,784.82,15
POL101845,NY,2024-03-03,1716.48,1
POL101846,PA,2025-01-23,931.83,3
POL101847,PA,2025-04-28,1121.62,7
POL101848,PA,2024-06-01,1131.87,1
POL101849,NY,2025-01-04,1565.13,14
POL101850,FL,2025-04-06,1236.38,9
POL101851,PA,2024-02-11,1401.37,2
POL101852,CT,2024-01-04,629.92,4
POL101853,FL,2024-09-27,869.47,6
POL101854,NY,2024-11-11,1258.41,2
POL101855,NJ,2025-06-10,1410.15,3
POL101856,FL,2025-01-03,792.12,8
POL101857,NY,2024-04-23,1319.24,10
POL101858,PA,2025-06-23,691.16,5
POL101859,CT,2025-05-23,1447.84,9
POL101860,NJ,2025-04-20,849.03,7
POL101861,NJ,2024-02-19,950.72,1
POL101862,NY,2024-05-18,807.82,8
POL101863,FL,2024-10-19,678.77,1
POL101864,NY,2025-03-15,748.9,6
POL101865,FL,2024-10-03,859.1,2
POL101866,NJ,2024-11-05,1343.42,11
POL101867,CT,2024-03-06,1050.52,8
POL101868,CT,2024-02-04,798.23,6
POL101869,NJ,2024-06-18,1629.59,13
POL101870,FL,2024-01-24,825.04,6
POL101871,NY,2025-03-18,977.61,9
POL101872,PA,2024-02-17,1038.96,6
POL101873,NJ,2025-03-01,814.98,15
POL101874,PA,2024-11-23,1107.24,15
POL101875,PA,2025-03-26,1218.39,9
POL101876,NY,2025-06-10,682.84,11
POL101877,CT,2024-09-20,1093.82,14
POL101878,NY,2024-12-09,1273.25,1
POL101879,NY,2025-06-08,599.91,11
POL101880,FL,2024-01-14,2322.15,9
POL101881,NY,2024-11-22,2090.76,5
POL101882,CT,2024-05-08,1012.34,3
POL101883,FL,2025-04-25,1282.15,11
POL101884,PA,2024-08-18,1977.1,2
POL101885,NJ,2025-03-08,2067.22,1
POL101886,NJ,2024-10-21,1180.28,13
POL101887,NJ,2024-01-03,945.68,5
POL101888,FL,2024-10-31,869.16,5
POL101889,CT,2024-06-13,768.88,13
POL101890,PA,2024-06-14,797.83,10
POL101891,CT,2025-06-02,1291.59,1
POL101892,NJ,2024-11-10,837.24,15
POL101893,PA,2024-09-22,1430.33,4
POL101894,FL,2024-05-14,804.99,9
POL101895,CT,2025-01-11,1146.64,15
POL101896,NJ,2024-09-17,1691.47,5
POL101897,NJ,2024-07-31,1859.03,11
POL101898,NJ,2024-05-16,1090.76,3
POL101899,NJ,2024-03-25,1307.14,4
POL101900,NJ,2024-10-09,710.77,13
POL101901,PA,2024-05-31,1179.67,12
POL101902,FL,2024-01-06,959.3,12
POL101903,FL,2025-05-04,1532.58,0
POL101904,FL,2024-05-04,1287.52,1
POL101905,FL,2024-02-24,998.24,2
POL101906,NY,2025-05-30,1316.56,3
POL101907,PA,2025-05-06,633.93,10
POL101908,PA,2025-03-12,1553.87,5
POL101909,NJ,2025-03-08,1932.75,3
POL101910,PA,2025-04-23,827.98,11
POL101911,NY,2024-09-19,909.4,12
POL101912,PA,2025-03-06,889.62,14
POL101913,FL,2024-07-16,1005.71,9
POL101914,CT,2024-03-17,1302.04,13
POL101915,NY,2024-09-10,1019.07,3
POL101916,NY,2024-12-19,1631.17,13
POL101917,PA,2025-06-01,915.13,4
POL101918,FL,2024-04-23,1254.19,12
POL101919,CT,2025-03-19,1737.89,9
POL101920,NJ,2024-01-08,833.9,0
POL101921,CT,2024-11-13,722.53,10
POL101922,FL,2024-09-27,748.16,10
POL101923,NY,2024-01-30,974.44,1
POL101924,PA,2024-08-10,456.7,8
POL101925,FL,2025-02-09,1283.68,10
POL101926,NY,2025-06-14,846.23,2
POL101927,NJ,2024-12-13,1164.17,3
POL101928,NY,2024-01-27,901.14,2
POL101929,NJ,2025-03-11,665.73,12
POL101930,NY,2024-01-01,1774.33,0
POL101931,NY,2025-02-21,1557.64,10
POL101932,NY,2025-01-07,634.21,10
POL101933,NJ,2024-10-22,711.88,10
POL101934,FL,2025-04-13,979.55,15
POL101935,NY,2025-02-18,1379.59,3
POL101936,PA,2024-09-10,1752.12,13
POL101937,FL,2024-11-06,1101.65,15
POL101938,NY,2024-05-02,660.57,0
POL101939,FL,2025-04-04,1070.45,2
POL101940,NJ,2024-05-11,1082.0,15
POL101941,NY,2024-09-15,1589.36,6
POL101942,FL,2025-03-10,1499.07,7
POL101943,PA,2024-09-02,621.66,2
POL101944,NJ,2025-02-03,1195.56,12
POL101945,NJ,2024-10-07,1170.77,13
POL101946,NJ,2025-01-21,1800.22,9
POL101947,NJ,2024-06-15,1372.05,4
POL101948,CT,2024-04-04,983.23,11
POL101949,PA,2025-04-27,1258.85,5
POL101950,PA,2025-03-19,1010.55,7
